path,sz,dt,latlong
/mnt/4C74F47B74F468DA/Pictures/IMG_1629-2012-11-11 192249.JPG,2531899,2012:11:11 13:22:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16292012-11-11 192249.JPG,2531899,2012:11:11 13:22:48,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1630-2012-11-11 192254.JPG,2380539,2012:11:11 13:22:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1630-2017-03-30 124456.JPG,3229579,2017:03:26 15:54:58,"(35.793505555555555, -83.53306666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16302012-11-11 192254.JPG,2380539,2012:11:11 13:22:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1631-2012-11-11 192259.JPG,2173459,2012:11:11 13:22:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1631-2019-09-16 160119.JPG,3098653,2017:03:26 15:55:12,"(35.793480555555554, -83.53310277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16312012-11-11 192259.JPG,2173459,2012:11:11 13:22:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1632-2012-11-11 193054.JPG,2108119,2012:11:11 13:30:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1640-2012-11-14 151229.JPG,1611608,2012:11:14 09:12:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16402012-11-14 151229.JPG,1611608,2012:11:14 09:12:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1641-2012-11-14 151241.JPG,1908498,2012:11:14 09:12:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16412012-11-14 151241.JPG,1908498,2012:11:14 09:12:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1642-2012-11-14 151556.JPG,1669807,2012:11:14 09:15:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16422012-11-14 151556.JPG,1669807,2012:11:14 09:15:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1643-2012-11-14 151610.JPG,1979768,2012:11:14 09:16:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16432012-11-14 151610.JPG,1979768,2012:11:14 09:16:09,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1644-2012-11-14 151633.JPG,1927278,2012:11:14 09:16:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16442012-11-14 151633.JPG,1927278,2012:11:14 09:16:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1645-2012-11-14 152025.JPG,1746348,2012:11:14 09:20:24,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1645-2017-03-30 124456.JPG,2004946,2017:03:26 17:22:42,"(35.79406111111111, -83.53536111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16452012-11-14 152025.JPG,1746348,2012:11:14 09:20:24,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1646-2012-11-14 152048.JPG,1765231,2012:11:14 09:20:47,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1655-2012-11-14 170551.JPG,2209079,2012:11:14 11:05:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16552012-11-14 170551.JPG,2209079,2012:11:14 11:05:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1656-2012-11-14 170623.JPG,2120189,2012:11:14 11:06:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16562012-11-14 170623.JPG,2120189,2012:11:14 11:06:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1657-2012-11-23 195108.JPG,2366122,2012:11:23 14:51:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16572012-11-23 195108.JPG,2366122,2012:11:23 14:51:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1658-2012-11-23 195150.JPG,1760628,2012:11:23 14:51:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16582012-11-23 195150.JPG,1760628,2012:11:23 14:51:49,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1659-2012-11-29 234529.JPG,1574716,2012:11:29 17:45:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1659-2017-03-30 124456.JPG,1154005,2017:03:26 17:24:35,"(35.79389444444444, -83.53508055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16592012-11-29 234529.JPG,1574716,2012:11:29 17:45:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1660-2012-11-29 234805.JPG,1739718,2012:11:29 17:48:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1660-2017-08-20 202714.JPG,1139805,2017:03:26 17:24:35,"(35.79389444444444, -83.53508055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16602012-11-29 234805.JPG,1739718,2012:11:29 17:48:05,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1661-2012-11-29 234818.JPG,1988533,2012:11:29 17:48:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1676-2012-12-19 010843.JPG,124321,2012:12:18 19:08:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16762012-12-19 010843.JPG,124321,2012:12:18 19:08:42,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1677-2012-12-19 010856.JPG,133196,2012:12:18 19:08:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1677-2017-05-09 221008.JPG,1559510,2017:03:26 17:25:49,"(35.79391388888889, -83.53504166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16772012-12-19 010856.JPG,133196,2012:12:18 19:08:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1678-2012-12-19 034010.JPG,86920,,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1678-2017-03-28 025453.JPG,1565440,2017:03:26 17:25:49,"(35.79391388888889, -83.53504166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16782012-12-19 034010.JPG,86920,,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1679-2012-12-21 143227.JPG,2636101,2012:12:21 08:32:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16792012-12-21 143227.JPG,2636101,2012:12:21 08:32:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1680-2012-12-21 143241.JPG,2605466,2012:12:21 08:32:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1680-2017-09-06 114707.JPG,2968495,2017:03:26 17:43:36,"(35.79586388888889, -83.534125)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16802012-12-21 143241.JPG,2605466,2012:12:21 08:32:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1681-2012-12-25 023507.JPG,2159016,2012:12:24 20:35:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1681-2017-09-06 114707.JPG,2980417,2017:03:26 17:43:37,"(35.79586388888889, -83.534125)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16812012-12-25 023507.JPG,2159016,2012:12:24 20:35:06,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1682-2012-12-25 023520.JPG,1429577,2012:12:24 20:35:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1682-2017-09-06 114707.JPG,2964612,2017:03:26 17:43:39,"(35.79586388888889, -83.534125)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1692-2012-12-27 222724.JPG,1787608,2012:12:27 16:27:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1692-2019-01-17 131743.JPG,3624515,2017:03:30 16:24:21,"(35.95526944444445, -86.79770555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16922012-12-27 222724.JPG,1787608,2012:12:27 16:27:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1693-2012-12-28 023841.JPG,1990404,2012:12:27 20:38:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1693-2019-01-17 131743.JPG,2891681,2017:03:30 16:24:56,"(35.95525, -86.79766111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16932012-12-28 023841.JPG,1990404,2012:12:27 20:38:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1694-2012-12-28 023850.JPG,1815141,2012:12:27 20:38:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1694-2017-04-03 060539.JPG,1356081,2017:03:31 12:03:48,"(36.14799166666667, -86.79508333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16942012-12-28 023850.JPG,1815141,2012:12:27 20:38:50,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1695-2012-12-28 023852.JPG,1891149,2012:12:27 20:38:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16952012-12-28 023852.JPG,1891149,2012:12:27 20:38:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1697-2012-12-28 162854.JPG,1447775,2012:12:28 10:28:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_16972012-12-28 162854.JPG,1447775,2012:12:28 10:28:54,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1698-2012-12-28 162912.JPG,1327811,2012:12:28 10:29:12,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1706-2017-04-09 133506.JPG,1793521,2017:04:08 11:09:52,"(35.92092777777778, -86.861825)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1707-2013-01-01 225122.JPG,2183133,2013:01:01 16:51:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1707-2017-05-09 221008.JPG,1852438,2017:04:08 11:09:53,"(35.92100833333333, -86.86168611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17072013-01-01 225122.JPG,2183133,2013:01:01 16:51:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1708-2013-01-01 225125.JPG,2092832,2013:01:01 16:51:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1708-2017-08-12 185842.JPG,2058814,2017:04:08 12:22:35,"(35.921055555555554, -86.86167222222221)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17082013-01-01 225125.JPG,2092832,2013:01:01 16:51:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1709-2013-01-02 215335.JPG,121308,2013:01:02 15:53:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1709-2017-04-17 023400.JPG,2642383,2017:04:08 12:23:14,"(35.920975, -86.86161666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17092013-01-02 215335.JPG,121308,2013:01:02 15:53:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1710-2013-01-02 231142.JPG,1714898,2013:01:02 17:11:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1710-2017-08-12 185842.JPG,2120632,2017:04:08 12:24:08,"(35.921013888888886, -86.86175555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17102013-01-02 231142.JPG,1714898,2013:01:02 17:11:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1711-2013-01-04 002645.JPG,2071643,2013:01:03 18:26:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17112013-01-04 002645.JPG,2071643,2013:01:03 18:26:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1712-2013-01-04 174721.JPG,2004611,2013:01:04 11:47:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17122013-01-04 174721.JPG,2004611,2013:01:04 11:47:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1713-2013-01-04 193857.JPG,1470589,2013:01:04 13:38:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1721-2013-01-05 005526.JPG,2335977,2013:01:04 18:55:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1721-2018-04-09 032048.JPG,2349925,2013:01:04 18:55:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17212013-01-05 005526.JPG,2335977,2013:01:04 18:55:26,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1722-2013-01-05 005534.JPG,2471139,2013:01:04 18:55:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1722-2018-04-09 032040.JPG,2485965,2013:01:04 18:55:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17222013-01-05 005534.JPG,2471139,2013:01:04 18:55:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1724-2013-01-08 002315.JPG,1905466,2013:01:07 18:23:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17242013-01-08 002315.JPG,1905466,2013:01:07 18:23:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1725-2013-01-08 002321.JPG,1898581,2013:01:07 18:23:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1725-2021-09-17 183716.JPG,240895,2017:04:15 14:42:58,"(35.955247222222226, -86.79740833333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17252013-01-08 002321.JPG,1898581,2013:01:07 18:23:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1726-2013-01-08 002323.JPG,1878589,2013:01:07 18:23:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17262013-01-08 002323.JPG,1878589,2013:01:07 18:23:23,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1727-2013-01-08 015609.JPG,2487826,2013:01:07 19:56:07,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17272013-01-08 015609.JPG,2487826,2013:01:07 19:56:07,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1728-2013-01-08 015940.JPG,2278254,2013:01:07 19:59:40,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1728-2017-08-20 202714.JPG,3562818,2017:04:15 16:51:45,"(35.872591666666665, -86.64812500000001)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1736-2013-01-12 225138.JPG,120137,2013:01:12 16:51:37,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17362013-01-12 225138.JPG,120137,2013:01:12 16:51:37,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1737-2013-01-12 225144.JPG,109801,2013:01:12 16:51:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1737-2017-07-03 184200.JPG,2328914,2017:04:25 12:14:43,"(36.15326388888889, -86.78311944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17372013-01-12 225144.JPG,109801,2013:01:12 16:51:44,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1738-2013-01-12 225226.JPG,1161694,2013:01:12 16:52:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1738-2020-03-28 040528.JPG,2483844,2017:04:25 12:15:08,"(36.153277777777774, -86.78307222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17382013-01-12 225226.JPG,1161694,2013:01:12 16:52:25,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1739-2013-01-12 234054.JPG,1972040,2013:01:12 17:40:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1739-2017-06-14 210628.JPG,175388,,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17392013-01-12 234054.JPG,1972040,2013:01:12 17:40:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1740-2013-01-12 234058.JPG,2132282,2013:01:12 17:40:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1740-2017-12-31 185917.JPG,323704,2017:04:25 19:10:07,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17402013-01-12 234058.JPG,2132282,2013:01:12 17:40:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1741-2013-01-16 210033.JPG,1349171,2013:01:16 15:00:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17412013-01-16 210033.JPG,1349171,2013:01:16 15:00:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1742-2013-01-16 210037.JPG,1496870,2013:01:16 15:00:37,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1750-2013-01-18 211821.JPG,1962978,2013:01:18 15:18:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17502013-01-18 211821.JPG,1962978,2013:01:18 15:18:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1751-2013-01-18 211823.JPG,1999778,2013:01:18 15:18:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17512013-01-18 211823.JPG,1999778,2013:01:18 15:18:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1752-2013-01-19 005659.JPG,1845603,2013:01:18 18:56:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17522013-01-19 005659.JPG,1845603,2013:01:18 18:56:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1753-2013-01-19 005731.JPG,1795853,2013:01:18 18:57:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1753-2018-06-20 024344.JPG,1208952,2017:05:04 21:16:36,"(35.000122222222224, -88.24822222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17532013-01-19 005731.JPG,1795853,2013:01:18 18:57:30,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1754-2013-01-21 195232.JPG,2007008,2013:01:21 13:52:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17542013-01-21 195232.JPG,2007008,2013:01:21 13:52:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1755-2013-01-21 195236.JPG,1884647,2013:01:21 13:52:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17552013-01-21 195236.JPG,1884647,2013:01:21 13:52:35,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1756-2013-01-21 195256.JPG,1838806,2013:01:21 13:52:55,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1765-2013-01-23 181403.JPG,1602936,2013:01:23 12:14:02,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17652013-01-23 181403.JPG,1602936,2013:01:23 12:14:02,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1766-2013-01-23 181409.JPG,1692460,2013:01:23 12:14:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17662013-01-23 181409.JPG,1692460,2013:01:23 12:14:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1767-2013-01-23 181415.JPG,1851649,2013:01:23 12:14:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1767-2018-06-03 045102.JPG,1969835,2017:05:14 13:47:27,"(35.955219444444445, -86.79730277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17672013-01-23 181415.JPG,1851649,2013:01:23 12:14:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1768-2013-01-23 181418.JPG,1799026,2013:01:23 12:14:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1768-2017-05-15 005011.JPG,1979685,2017:05:14 13:47:28,"(35.955219444444445, -86.79730277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17682013-01-23 181418.JPG,1799026,2013:01:23 12:14:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1769-2013-01-23 200053.JPG,2726994,2013:01:23 14:00:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17692013-01-23 200053.JPG,2726994,2013:01:23 14:00:52,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1770-2013-01-24 211412.JPG,122781,2013:01:24 15:14:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17702013-01-24 211412.JPG,122781,2013:01:24 15:14:10,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1771-2013-01-24 211415.JPG,121305,2013:01:24 15:14:14,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1789-2013-02-04 234144.JPG,2024306,2013:02:04 17:41:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1789-2017-08-20 202714.JPG,428591,2017:05:14 13:52:28,"(35.955222222222226, -86.79734166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17892013-02-04 234144.JPG,2024306,2013:02:04 17:41:41,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1790-2013-02-04 234144.JPG,2086922,2013:02:04 17:41:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1790-2018-09-10 225408.JPG,2171230,2017:05:14 13:52:36,"(35.955222222222226, -86.79734166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17902013-02-04 234144.JPG,2086922,2013:02:04 17:41:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1793-2013-02-10 222658.JPG,1335380,2013:02:10 16:26:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17932013-02-10 222658.JPG,1335380,2013:02:10 16:26:57,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1794-2013-02-10 222701.JPG,1593233,2013:02:10 16:27:00,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17942013-02-10 222701.JPG,1593233,2013:02:10 16:27:00,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1795-2013-02-10 222704.JPG,1477476,2013:02:10 16:27:03,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_17952013-02-10 222704.JPG,1477476,2013:02:10 16:27:03,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1796-2019-09-16 160112.JPG,1462679,2017:05:15 20:20:01,"(28.388613888888887, -81.50515)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1797-2013-02-10 222731.JPG,1289637,2013:02:10 16:27:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1797-2017-05-22 030710.JPG,2079472,2017:05:16 13:27:24,"(28.341625, -81.52669444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1809-2013-02-14 171718.JPG,1280123,2013:02:14 11:17:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18092013-02-14 171718.JPG,1280123,2013:02:14 11:17:17,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1810-2013-02-14 171721.JPG,1338125,2013:02:14 11:17:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18102013-02-14 171721.JPG,1338125,2013:02:14 11:17:20,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1811-2013-02-14 171725.JPG,1260200,2013:02:14 11:17:24,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18112013-02-14 171725.JPG,1260200,2013:02:14 11:17:24,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1812-2013-02-14 171729.JPG,1415809,2013:02:14 11:17:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18122013-02-14 171729.JPG,1415809,2013:02:14 11:17:29,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1813-2013-02-14 171733.JPG,1227316,2013:02:14 11:17:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1813-2017-05-17 215032.JPG,2355600,2017:05:17 17:50:31,"(28.34695, -81.53264722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18132013-02-14 171733.JPG,1227316,2013:02:14 11:17:33,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1814-2013-02-15 003233.JPG,1818637,2013:02:14 18:32:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18142013-02-15 003233.JPG,1818637,2013:02:14 18:32:31,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1815-2013-02-15 003234.JPG,1852197,2013:02:14 18:32:34,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1815-2017-12-31 185922.JPG,249395,2017:05:20 18:12:19,"(35.95539166666667, -86.79741666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1826-2013-02-18 203658.JPG,2175383,2013:02:18 14:36:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18262013-02-18 203658.JPG,2175383,2013:02:18 14:36:58,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1827-2013-02-18 203819.JPG,2086121,2013:02:18 14:38:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18272013-02-18 203819.JPG,2086121,2013:02:18 14:38:18,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1828-2013-02-18 204028.JPG,2147115,2013:02:18 14:40:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1828-2017-05-29 182717.JPG,796837,2017:05:29 13:27:16,"(35.955288888888894, -86.79749166666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18282013-02-18 204028.JPG,2147115,2013:02:18 14:40:27,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1829-2013-02-18 204033.JPG,2215469,2013:02:18 14:40:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1829-2017-05-29 182718.JPG,787905,2017:05:29 13:27:17,"(35.95512777777778, -86.79726388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18292013-02-18 204033.JPG,2215469,2013:02:18 14:40:32,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1830-2013-02-18 205148.JPG,2091656,2013:02:18 14:51:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1830-2017-08-14 223220.JPG,1069571,2017:05:29 13:27:26,"(35.955130555555556, -86.79733333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18302013-02-18 205148.JPG,2091656,2013:02:18 14:51:46,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1831-2013-02-18 205637.JPG,1981617,2013:02:18 14:56:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1831-2017-05-29 182730.JPG,705055,2017:05:29 13:27:29,"(35.955130555555556, -86.79733333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_18312013-02-18 205637.JPG,1981617,2013:02:18 14:56:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1832-2013-02-18 210251.JPG,2054728,2013:02:18 15:02:51,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1845-2021-09-14 025919.JPG,1521298,2017:06:10 18:03:28,"(35.934488888888886, -86.82487499999999)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1846-2021-09-14 025920.JPG,1821053,2017:06:10 19:26:59,"(35.95503611111111, -86.79744722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1847-2017-06-13 220603.JPG,1330021,2017:06:12 07:55:04,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_1848-2017-06-12 125505.JPG,1208544,2017:06:12 07:55:04,"(None, None)"
