path,sz,dt,latlong
/mnt/4C74F47B74F468DA/Pictures/IMG_4321-2019-09-30 015525.JPG,2987942,2019:08:28 09:11:03,"(47.971066666666665, -123.49605555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4322-2019-09-01 043801.JPG,3244621,2019:08:28 09:11:11,"(47.97112777777778, -123.49380555555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4323-2019-09-01 043800.JPG,2305795,2019:08:28 09:11:27,"(47.97109722222223, -123.49366666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4324-2019-09-01 043800.JPG,3417976,2019:08:28 09:11:31,"(47.971066666666665, -123.493675)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4325-2019-08-28 161132.JPG,3258217,2019:08:28 09:11:32,"(47.971066666666665, -123.493675)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4326-2019-08-28 161235.JPG,2985171,2019:08:28 09:12:35,"(47.971050000000005, -123.49363055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4328-2019-09-01 043801.JPG,3048097,2019:08:28 09:12:47,"(47.97123055555556, -123.49339166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4329-2019-09-01 043801.JPG,3453726,2019:08:28 09:12:48,"(47.97123055555556, -123.49339166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4330-2019-08-28 161423.JPG,2493376,2019:08:28 09:14:23,"(47.971383333333335, -123.49305)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4331-2019-08-28 161424.JPG,3010577,2019:08:28 09:14:24,"(47.971383333333335, -123.49305)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4332-2019-09-01 043801.JPG,2099889,2019:08:28 09:22:46,"(47.973080555555555, -123.49160833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4333-2019-09-01 043800.JPG,2772998,2019:08:28 09:22:51,"(47.9731, -123.4916)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4334-2019-09-21 141400.JPG,2794899,2019:08:28 09:28:18,"(47.97397222222222, -123.49121111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4335-2020-01-09 044729.JPG,409756,2019:08:28 09:28:39,"(47.97397222222222, -123.49118055555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4336 (1)-2019-09-30 015532.JPG,433598,2019:08:28 09:28:44,"(47.97397222222222, -123.49118055555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4336-2019-09-30 015544.JPG,1031793,2019:08:26 15:05:29,"(47.59937777777778, -122.32977222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4337-2019-09-01 043801.JPG,3259719,2019:08:28 09:39:36,"(47.971444444444444, -123.49181388888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4338-2019-09-01 043801.JPG,2010452,2019:08:28 09:39:55,"(47.97130277777778, -123.49163055555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4340-2019-09-01 043801.JPG,411624,2019:08:28 09:40:16,"(47.97123055555556, -123.49147777777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4341-2019-09-01 043801.JPG,2411651,2019:08:28 09:41:52,"(47.97088611111111, -123.49123333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4343-2019-09-01 043801.JPG,3668645,2019:08:28 09:46:29,"(47.970194444444445, -123.49464444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4344-2019-09-01 043801.JPG,2719007,2019:08:28 11:11:34,"(48.07344444444445, -123.77332222222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4345-2019-09-01 043801.JPG,3934166,2019:08:28 11:12:23,"(48.07354444444445, -123.77311666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4346-2019-08-28 181224.JPG,3821560,2019:08:28 11:12:24,"(48.07354444444445, -123.77311666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4347-2019-09-01 043801.JPG,2383842,2019:08:28 11:12:28,"(48.073547222222224, -123.77311666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4348-2019-09-01 043801.JPG,2208587,2019:08:28 11:22:36,"(48.058188888888886, -123.79973611111112)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4349-2019-09-30 015526.JPG,3263974,2019:08:28 12:09:27,"(48.056102777777774, -123.786575)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4350-2019-09-01 043801.JPG,3552595,2019:08:28 12:10:40,"(48.05784166666666, -123.78671944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4351-2019-08-28 191041.JPG,3505295,2019:08:28 12:10:41,"(48.05784166666666, -123.78671944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4352-2019-08-28 191219.JPG,2146546,2019:08:28 12:12:19,"(48.05701111111111, -123.78813055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4353-2019-09-01 043801.JPG,2767543,2019:08:28 12:12:20,"(48.05701111111111, -123.78813055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4355-2019-08-28 191247.JPG,3506160,2019:08:28 12:12:47,"(48.05663333333333, -123.78785833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4356-2019-09-30 015532.JPG,3633219,2019:08:28 12:12:56,"(48.056663888888885, -123.78791111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4357-2019-09-30 015533.JPG,4009749,2019:08:28 12:14:45,"(48.05603333333333, -123.78906944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4359-2019-09-30 015526.JPG,8034038,2019:08:28 12:15:08,"(48.05596944444444, -123.7891)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4360-2019-09-30 015524.JPG,8416464,2019:08:28 12:15:42,"(48.05613611111111, -123.78918333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4361-2019-09-01 043801.JPG,3135840,2019:08:28 12:16:38,"(48.05636111111111, -123.78875833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4362-2019-08-28 192021.JPG,2716899,2019:08:28 12:20:21,"(48.05434722222222, -123.79083888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4363-2019-09-01 043800.JPG,3688178,2019:08:28 12:21:08,"(48.05401944444444, -123.79081666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4364-2019-09-01 043801.JPG,3775448,2019:08:28 12:21:36,"(48.05384166666666, -123.79062777777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4365-2019-09-01 043801.JPG,4174599,2019:08:28 12:21:38,"(48.05384166666666, -123.79062777777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4366-2019-09-01 043801.JPG,3211781,2019:08:28 12:21:58,"(48.05398888888889, -123.79051944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4367-2020-01-09 044728.JPG,3112604,2019:08:28 12:27:27,"(48.05199722222222, -123.78829166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4370-2019-09-01 043801.JPG,3493235,2019:08:28 12:29:57,"(48.051941666666664, -123.78744444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4371-2019-09-04 161249.JPG,3328920,2019:08:28 12:30:03,"(48.051116666666665, -123.78778888888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4373-2019-09-30 015531.JPG,2833185,2019:08:28 12:31:05,"(48.05126111111111, -123.78801666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4375-2019-09-01 043801.JPG,3588503,2019:08:28 12:34:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4377-2019-09-01 043801.JPG,3997818,2019:08:28 12:36:21,"(48.050577777777775, -123.7883138888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4378-2019-09-04 161249.JPG,9659813,2019:08:28 12:37:59,"(48.05068333333333, -123.78853611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4380-2019-09-01 043801.JPG,3773613,2019:08:28 12:40:39,"(48.050419444444444, -123.78829166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4381-2019-09-30 015530.JPG,3499429,2019:08:28 12:43:25,"(48.05144444444444, -123.78910833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4382-2019-09-01 043801.JPG,2034979,2019:08:28 12:45:19,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4384-2019-09-01 043800.JPG,3851171,2019:08:28 12:53:15,"(48.05381388888889, -123.79004722222221)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4385-2019-08-28 195316.JPG,3897108,2019:08:28 12:53:16,"(48.05381388888889, -123.79004722222221)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4386-2019-08-28 200842.JPG,3686645,2019:08:28 13:08:42,"(48.055477777777774, -123.79018333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4389-2019-09-01 043801.JPG,3423025,2019:08:28 13:08:55,"(48.05547222222222, -123.79016944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4390-2021-09-26 140307.JPG,3357106,2019:08:28 13:10:27,"(48.05627777777777, -123.78884166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4391-2019-09-01 043801.JPG,4089006,2019:08:28 13:13:13,"(48.057852777777775, -123.78686388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4392-2019-08-28 201314.JPG,4075463,2019:08:28 13:13:14,"(48.057852777777775, -123.78686388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4393-2019-09-01 043801.JPG,3856158,2019:08:28 13:13:15,"(48.057605555555554, -123.78681944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4394-2019-09-01 043801.JPG,3783774,2019:08:28 13:13:16,"(48.057605555555554, -123.78681944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4395-2019-09-30 015524.JPG,3317276,2019:08:28 13:14:38,"(48.05866944444444, -123.78773611111112)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4397-2019-09-01 043801.JPG,3049106,2019:08:28 13:16:10,"(48.058566666666664, -123.78704166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4402-2019-09-08 172314.JPG,4013976,2019:08:28 14:09:51,"(48.022080555555554, -123.92431666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4403-2019-08-28 210952.JPG,3829968,2019:08:28 14:09:52,"(48.022080555555554, -123.92431666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4405-2019-09-01 043800.JPG,3358382,2019:08:28 14:11:21,"(48.02206666666667, -123.92408888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4406-2019-09-01 043801.JPG,4132167,2019:08:28 14:11:53,"(48.02206666666667, -123.92408888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4407-2019-09-01 043801.JPG,3794238,2019:08:28 14:11:57,"(48.022102777777775, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4408-2019-09-01 043801.JPG,3761860,2019:08:28 14:11:57,"(48.022102777777775, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4409-2019-09-01 043801.JPG,2676303,2019:08:28 14:12:00,"(48.02209722222222, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4410-2019-09-01 043801.JPG,2479020,2019:08:28 14:12:00,"(48.02209722222222, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4411-2019-08-28 211201.JPG,2694789,2019:08:28 14:12:01,"(48.02209722222222, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4412-2019-08-28 211201.JPG,2485279,2019:08:28 14:12:01,"(48.02209722222222, -123.92402777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4414-2019-08-28 211241.JPG,3500331,2019:08:28 14:12:28,"(48.02215833333333, -123.92400277777779)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4416-2019-09-01 043800.JPG,3786782,2019:08:28 14:14:32,"(48.02226666666667, -123.92434722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4417-2019-09-01 043801.JPG,3795841,2019:08:28 14:14:32,"(48.02226666666667, -123.92434722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4418-2019-09-01 043801.JPG,3160113,2019:08:28 14:54:27,"(47.95424722222222, -123.83361944444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4419-2019-09-01 043800.JPG,3301029,2019:08:28 15:02:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4420-2019-09-01 043801.JPG,3684793,2019:08:28 15:05:43,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4421-2019-09-01 043801.JPG,3783367,2019:08:28 15:05:48,"(47.95279444444445, -123.82685)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4422-2019-09-30 015530.JPG,453625,2019:08:28 15:06:01,"(47.95274722222222, -123.82651388888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4423-2019-09-01 043801.JPG,3074423,2019:08:28 15:06:22,"(47.952647222222225, -123.82602777777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4424-2019-09-01 043801.JPG,3320369,2019:08:28 15:06:23,"(47.952647222222225, -123.82602777777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4425-2019-09-01 043801.JPG,3639442,2019:08:28 15:06:37,"(47.95282777777778, -123.82613333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4426-2019-09-01 043801.JPG,3370908,2019:08:28 15:11:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4427-2019-09-01 043800.JPG,2895889,2019:08:28 15:13:37,"(47.95196666666667, -123.82071666666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4429-2019-09-01 043800.JPG,3910850,2019:08:28 15:14:08,"(47.95214444444445, -123.82038888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4430-2019-08-28 221408.JPG,3797663,2019:08:28 15:14:08,"(47.95214444444445, -123.82038888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4431-2019-08-28 221430.JPG,3640837,2019:08:28 15:14:30,"(47.95186666666667, -123.82018333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4433-2019-09-01 043801.JPG,2795783,2019:08:28 15:16:06,"(47.95200277777778, -123.81952777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4434-2019-09-01 043801.JPG,3669337,2019:08:28 15:16:10,"(47.95195833333334, -123.81953333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4435-2019-09-01 043801.JPG,3319938,2019:08:28 15:16:11,"(47.95195833333334, -123.81953333333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4436-2019-09-30 015531.JPG,477854,2019:08:28 15:16:21,"(47.95181388888889, -123.81965555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4437-2019-09-30 015524.JPG,462213,2019:08:28 15:17:18,"(47.95193888888889, -123.81951111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4439-2019-09-30 015531.JPG,463360,2019:08:28 15:17:22,"(47.95192222222222, -123.81950277777777)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4440-2019-09-01 043803.JPG,3647825,2019:08:28 15:18:12,"(47.95188055555556, -123.81948888888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4441-2019-08-28 222001.JPG,3575075,2019:08:28 15:20:01,"(47.95182777777778, -123.81888611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4442-2019-09-01 043803.JPG,3353419,2019:08:28 15:20:03,"(47.9521, -123.81921388888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4444-2019-09-01 043803.JPG,3324450,2019:08:28 15:26:02,"(47.95162222222223, -123.81956388888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4445-2019-09-01 043803.JPG,3024970,2019:08:28 15:26:03,"(47.95162222222223, -123.81956388888888)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4446-2019-09-01 043803.JPG,3544924,2019:08:28 15:26:03,"(47.95160277777778, -123.81968611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4447-2019-09-01 043803.JPG,3048105,2019:08:28 15:26:04,"(47.95160277777778, -123.81968611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4448-2019-09-01 043803.JPG,3660317,2019:08:28 15:35:21,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4449-2019-09-01 043803.JPG,3479311,2019:08:28 15:39:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4450-2019-09-01 043803.JPG,2731123,2019:08:28 15:45:09,"(47.954033333333335, -123.83316111111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4451-2019-09-01 043803.JPG,3339604,2019:08:28 15:46:36,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4452-2019-09-01 043803.JPG,2403994,2019:08:28 15:46:38,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4453-2019-09-01 043803.JPG,3005444,2019:08:28 15:46:48,"(47.954322222222224, -123.83413055555555)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4456-2019-09-01 043803.JPG,4226922,2019:08:29 11:35:40,"(47.85967222222222, -123.93566111111112)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4457-2019-08-29 183541.JPG,3890629,2019:08:29 11:35:41,"(47.85967222222222, -123.93566111111112)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4458-2019-09-08 172314.JPG,3644130,2019:08:29 11:36:12,"(47.859719444444444, -123.93537777777779)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4460-2019-09-01 043803.JPG,3931066,2019:08:29 11:41:08,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4462-2019-09-01 043803.JPG,3810426,2019:08:29 11:41:57,"(47.86174444444445, -123.9339138888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4463-2019-09-05 202805.JPG,3425618,2019:08:29 11:44:56,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4465-2019-09-30 015522.JPG,2863972,2019:08:29 11:45:25,"(47.862069444444444, -123.93421944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4466-2019-09-01 043803.JPG,3253845,2019:08:29 11:47:21,"(47.86296111111111, -123.93379166666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4467-2019-09-30 015528.JPG,3851892,2019:08:29 11:47:26,"(47.862919444444444, -123.93359444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4469-2019-09-30 015524.JPG,3679531,2019:08:29 11:47:31,"(47.86295277777778, -123.93377777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4470-2019-09-01 043803.JPG,3126730,2019:08:29 11:47:37,"(47.862975, -123.93368611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4472-2019-09-30 015531.JPG,2836745,2019:08:29 11:48:12,"(47.86313888888889, -123.93365555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4473-2019-09-30 015524.JPG,2483072,2019:08:29 11:49:20,"(47.86311388888889, -123.93334166666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4474-2019-09-05 202805.JPG,3490004,2019:08:29 11:50:42,"(47.86383055555556, -123.93315)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4477-2019-09-05 202805.JPG,3684566,2019:08:29 11:51:39,"(47.863530555555556, -123.93298333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4479-2019-09-01 043803.JPG,3479138,2019:08:29 11:51:51,"(47.86375833333334, -123.93319722222223)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4459-2019-09-30 015528.JPG,3711147,2019:08:29 11:37:04,"(47.860508333333335, -123.93489166666667)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4481-2019-09-01 043803.JPG,2585529,2019:08:29 11:52:02,"(47.863822222222225, -123.93316666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4502-2019-09-05 202805.JPG,3041750,2019:08:29 13:26:46,"(47.71121111111111, -124.41573333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4517-2019-09-01 043805.JPG,9121647,2019:08:29 13:36:19,"(47.71304444444445, -124.417275)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4539-2019-09-01 043804.JPG,1859355,2019:08:29 13:44:11,"(47.714961111111116, -124.41921944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4556-2019-09-01 043804.JPG,2330239,2019:08:29 13:54:11,"(47.71435555555556, -124.41816666666666)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4571-2019-09-30 015526.JPG,3817918,2019:08:29 15:28:08,"(47.50523888888889, -123.8226611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4587-2015-03-27 153801.JPG,1715616,2015:03:27 10:38:01,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4601-2015-03-27 155315.JPG,2314526,2015:03:27 10:53:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4615-2015-03-30 160459.JPG,3234065,2015:03:30 11:04:59,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4623-2019-09-30 015529.JPG,2439170,2019:08:30 14:20:27,"(47.615969444444445, -122.33998055555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4640-2020-03-14 173638.JPG,1696939,2019:09:14 15:34:41,"(35.93440555555555, -86.82487499999999)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4654-2015-04-05 124815.JPG,836508,2015:04:05 07:48:15,"(None, None)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4483-2019-09-01 043803.JPG,2676207,2019:08:29 11:52:40,"(47.864041666666665, -123.93318888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4485-2019-09-01 043803.JPG,3029339,2019:08:29 11:56:35,"(47.864161111111116, -123.93197500000001)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4486-2019-09-30 015533.JPG,3449302,2019:08:29 12:01:35,"(47.862766666666666, -123.93159444444444)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4488-2019-09-30 015527.JPG,2916081,2019:08:29 12:01:39,"(47.86270833333334, -123.93165555555557)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4491-2020-05-24 194841.JPG,370642,2019:08:29 13:18:25,"(47.710055555555556, -124.41455)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4493-2021-09-14 025925.JPG,360281,2019:08:29 13:18:30,"(47.710055555555556, -124.41455)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4494-2019-09-04 161249.JPG,2782738,2019:08:29 13:18:47,"(47.71004166666667, -124.41461944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4495-2019-09-01 043804.JPG,1129102,2019:08:29 13:18:54,"(47.710097222222224, -124.41463333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4497-2019-09-01 043805.JPG,2555423,2019:08:29 13:22:17,"(47.710705555555556, -124.41499444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4498-2019-09-01 043804.JPG,3388058,2019:08:29 13:23:32,"(47.71096388888889, -124.41545833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4499-2019-09-01 043804.JPG,2661277,2019:08:29 13:23:42,"(47.71099166666667, -124.41565)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4500-2019-09-01 043805.JPG,1029765,2019:08:29 13:23:58,"(47.71101111111111, -124.41580277777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4503-2019-09-01 043804.JPG,3451112,2019:08:29 13:28:29,"(47.71172777777778, -124.41656388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4504-2019-09-01 043804.JPG,3523897,2019:08:29 13:28:34,"(47.7117, -124.41642777777778)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4505-2019-09-30 015533.JPG,2560484,2019:08:29 13:28:59,"(47.7119, -124.41649722222223)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4506-2019-09-05 202805.JPG,2186092,2019:08:29 13:29:09,"(47.711933333333334, -124.41651944444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4507-2019-09-01 043804.JPG,288837,2019:08:29 13:30:06,"(47.71205833333334, -124.41679444444445)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4508-2019-09-30 015529.JPG,2457853,2019:08:29 13:30:29,"(47.71211111111111, -124.41683333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4511-2019-09-01 043804.JPG,1790994,2019:08:29 13:32:13,"(47.71214722222223, -124.41683888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4512-2019-09-01 043804.JPG,4635182,2019:08:29 13:32:41,"(47.71216666666667, -124.41688611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4513-2019-09-01 043805.JPG,11142380,2019:08:29 13:32:54,"(47.71217777777778, -124.41685555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4514-2019-08-30 220259.JPG,10094389,2019:08:29 13:33:32,"(47.71221666666667, -124.41683333333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4515-2019-09-01 043804.JPG,10004594,2019:08:29 13:34:24,"(47.71253611111111, -124.41701388888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4516-2019-09-01 043805.JPG,3980210,2019:08:29 13:36:10,"(47.713058333333336, -124.41730555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4519-2019-09-04 161249.JPG,1853695,2019:08:29 13:36:49,"(47.71308055555556, -124.41729722222223)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4521-2019-09-01 043804.JPG,308435,2019:08:29 13:37:05,"(47.71310833333334, -124.417275)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4522-2019-09-30 015523.JPG,2115890,2019:08:29 13:37:41,"(47.71336666666667, -124.41745)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4524-2020-09-25 172646.JPG,2287716,2019:08:29 13:38:27,"(47.713547222222225, -124.417625)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4526-2019-09-30 015523.JPG,1941690,2019:08:29 13:38:52,"(47.713597222222226, -124.41784722222222)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4527-2019-09-01 043805.JPG,10345833,2019:08:29 13:39:24,"(47.71358611111111, -124.41780833333334)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4529-2019-09-01 043805.JPG,2553163,2019:08:29 13:40:14,"(47.713975000000005, -124.41786111111112)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4530-2019-09-30 015530.JPG,2083771,2019:08:29 13:40:31,"(47.71397777777778, -124.418075)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4531-2019-09-01 043805.JPG,1740425,2019:08:29 13:40:38,"(47.71400833333334, -124.41810555555556)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4532-2019-09-01 043804.JPG,329542,2019:08:29 13:42:58,"(47.71489722222223, -124.41913611111111)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4533-2019-09-01 043804.JPG,283257,2019:08:29 13:43:04,"(47.71488055555556, -124.4191888888889)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4535-2019-09-01 043804.JPG,3032849,2019:08:29 13:43:15,"(47.71488055555556, -124.41925833333333)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4540-2019-09-01 043804.JPG,298332,2019:08:29 13:44:25,"(47.71491944444445, -124.41929722222223)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4541-2019-09-01 043805.JPG,1022669,2019:08:29 13:45:44,"(47.714925, -124.41927222222223)"
/mnt/4C74F47B74F468DA/Pictures/IMG_4542-2019-09-01 043804.JPG,1645638,2019:08:29 13:46:20,"(47.71501111111112, -124.41925)"
